datetime,number
2023-07-03 09:38:00,2
2023-07-03 09:41:00,7
2023-07-03 09:44:00,3
2023-07-03 09:47:00,7
2023-07-03 09:50:00,2
2023-07-03 09:53:00,9
2023-07-03 09:56:00,2
2023-07-03 09:59:00,3
2023-07-03 10:02:00,1
2023-07-03 10:05:00,6
2023-07-03 10:08:00,1
2023-07-03 10:11:00,9
2023-07-03 10:14:00,8
2023-07-03 10:17:00,7
2023-07-03 11:50:00,7
2023-07-03 11:53:00,7
2023-07-03 11:56:00,5
2023-07-03 11:59:00,8
2023-07-03 12:02:00,4
2023-07-03 12:05:00,4
2023-07-03 12:08:00,0
2023-07-03 12:11:00,2
2023-07-03 12:14:00,9
2023-07-03 12:17:00,7
2023-07-03 12:50:00,5
2023-07-03 12:53:00,6
2023-07-03 12:56:00,3
2023-07-03 12:59:00,8
2023-07-03 13:02:00,9
2023-07-03 13:05:00,1
2023-07-03 13:08:00,7
2023-07-03 13:11:00,2
2023-07-03 13:14:00,8
2023-07-03 13:17:00,3
2023-07-03 12:20:00,9
2023-07-03 12:23:00,7
2023-07-03 12:26:00,3
2023-07-03 12:29:00,3
2023-07-03 12:32:00,1
2023-07-03 12:35:00,2
2023-07-03 12:38:00,9
2023-07-03 12:41:00,7
2023-07-03 12:44:00,8
2023-07-03 12:47:00,3
2023-07-03 13:20:00,3
2023-07-03 13:23:00,6
2023-07-03 13:26:00,2
2023-07-03 13:29:00,8
2023-07-03 13:32:00,1
2023-07-03 13:35:00,7
2023-07-03 13:38:00,7
2023-07-03 13:41:00,6
2023-07-03 13:44:00,6
2023-07-03 13:47:00,8
2023-07-03 13:50:00,6
2023-07-03 13:53:00,7
2023-07-03 13:56:00,4
2023-07-03 13:59:00,4
2023-07-03 14:02:00,8
2023-07-03 14:05:00,6
2023-07-03 14:08:00,2
2023-07-03 14:11:00,4
2023-07-03 14:14:00,1
2023-07-03 14:17:00,7
2023-07-03 14:20:00,1
2023-07-03 14:23:00,8
2023-07-03 14:26:00,6
2023-07-03 14:29:00,5
2023-07-03 14:32:00,6
2023-07-03 14:35:00,9
2023-07-03 14:38:00,7
2023-07-03 14:41:00,8
2023-07-03 14:44:00,9
2023-07-03 14:47:00,7
2023-07-03 15:20:00,2
2023-07-03 15:23:00,4
2023-07-03 15:26:00,0
2023-07-03 15:29:00,1
2023-07-03 15:32:00,9
2023-07-03 15:35:00,2
2023-07-03 15:38:00,8
2023-07-03 15:41:00,6
2023-07-03 15:44:00,9
2023-07-03 15:47:00,1
2023-07-03 16:20:00,6
2023-07-03 16:23:00,2
2023-07-03 16:26:00,8
2023-07-03 16:29:00,7
2023-07-03 16:32:00,3
2023-07-03 16:35:00,5
2023-07-03 16:38:00,7
2023-07-03 16:41:00,4
2023-07-03 16:44:00,3
2023-07-03 16:47:00,4
2023-07-03 16:50:00,3
2023-07-03 16:53:00,2
2023-07-03 16:56:00,9
2023-07-03 16:59:00,8
2023-07-03 17:02:00,0
2023-07-03 17:05:00,2
2023-07-03 17:08:00,7
2023-07-03 17:11:00,2
2023-07-03 17:14:00,7
2023-07-03 17:17:00,4
2023-07-03 17:20:00,7
2023-07-03 17:23:00,2
2023-07-03 17:26:00,6
2023-07-03 17:29:00,5
2023-07-03 17:32:00,1
2023-07-03 17:35:00,6
2023-07-03 17:38:00,1
2023-07-03 17:41:00,1
2023-07-03 17:44:00,6
2023-07-03 17:47:00,4
2023-07-03 18:50:00,7
2023-07-03 18:53:00,7
2023-07-03 18:56:00,8
2023-07-03 18:59:00,1
2023-07-03 19:02:00,6
2023-07-03 19:05:00,9
2023-07-03 19:08:00,4
2023-07-03 19:11:00,7
2023-07-03 19:14:00,7
2023-07-03 19:17:00,3
2023-07-03 18:20:00,8
2023-07-03 18:23:00,7
2023-07-03 18:26:00,1
2023-07-03 18:29:00,6
2023-07-03 18:32:00,8
2023-07-03 18:35:00,6
2023-07-03 18:38:00,9
2023-07-03 18:41:00,2
2023-07-03 18:44:00,9
2023-07-03 18:47:00,9
2023-07-03 19:20:00,6
2023-07-03 19:23:00,9
2023-07-03 19:26:00,1
2023-07-03 19:29:00,3
2023-07-03 19:32:00,8
2023-07-03 19:35:00,3
2023-07-03 19:38:00,4
2023-07-03 19:41:00,3
2023-07-03 19:44:00,7
2023-07-03 19:47:00,1
2023-07-03 19:50:00,7
2023-07-03 19:53:00,6
2023-07-03 19:56:00,7
2023-07-03 19:59:00,2
2023-07-03 20:02:00,0
2023-07-03 20:05:00,7
2023-07-03 20:08:00,1
2023-07-03 20:11:00,2
2023-07-03 20:14:00,6
2023-07-03 20:17:00,7
2023-07-03 20:20:00,2
2023-07-03 20:23:00,8
2023-07-03 20:26:00,9
2023-07-03 20:29:00,1
2023-07-03 20:32:00,9
2023-07-03 20:35:00,7
2023-07-03 20:38:00,6
2023-07-03 20:41:00,1
2023-07-03 20:44:00,3
2023-07-03 20:47:00,6
2023-07-03 20:50:00,9
2023-07-03 20:53:00,2
2023-07-03 20:56:00,8
2023-07-03 20:59:00,4
2023-07-03 21:02:00,9
2023-07-03 21:05:00,5
2023-07-03 21:08:00,8
2023-07-03 21:11:00,4
2023-07-03 21:14:00,2
2023-07-03 21:17:00,2
2023-07-03 21:20:00,8
2023-07-03 21:23:00,3
2023-07-03 21:26:00,7
2023-07-03 21:29:00,2
2023-07-03 21:32:00,4
2023-07-03 21:35:00,1
2023-07-03 21:38:00,4
2023-07-03 21:41:00,1
2023-07-03 21:44:00,6
2023-07-03 21:47:00,3
2023-07-03 21:50:00,9
2023-07-03 21:53:00,6
2023-07-03 21:56:00,1
2023-07-03 21:59:00,1
2023-07-03 22:02:00,0
2023-07-03 22:05:00,2
2023-07-03 22:08:00,9
2023-07-03 22:11:00,9
2023-07-03 22:14:00,5
2023-07-03 22:17:00,1
2023-07-03 22:20:00,6
2023-07-03 22:23:00,2
2023-07-03 22:26:00,2
2023-07-03 22:29:00,7
2023-07-03 22:32:00,3
2023-07-03 22:35:00,4
2023-07-03 22:38:00,7
2023-07-03 22:41:00,3
2023-07-03 22:44:00,2
2023-07-03 22:47:00,9
2023-07-03 22:50:00,6
2023-07-03 22:53:00,2
2023-07-03 22:56:00,4
2023-07-03 22:59:00,8
2023-07-03 23:02:00,4
2023-07-03 23:05:00,9
2023-07-03 23:08:00,6
2023-07-03 23:11:00,9
2023-07-03 23:14:00,5
2023-07-03 23:17:00,8
2023-07-03 23:20:00,6
2023-07-03 23:23:00,5
2023-07-03 23:26:00,9
2023-07-03 23:29:00,6
2023-07-03 23:32:00,9
2023-07-03 23:35:00,8
2023-07-03 23:38:00,1
2023-07-03 23:41:00,6
2023-07-03 23:44:00,3
2023-07-03 23:47:00,9
2023-07-03 23:50:00,7
2023-07-03 23:53:00,4
2023-07-03 23:56:00,7
2023-07-03 23:59:00,8
2023-07-04 00:02:00,8
2023-07-04 00:05:00,8
2023-07-04 00:08:00,2
2023-07-04 00:11:00,4
2023-07-04 00:14:00,8
2023-07-04 00:17:00,9
2023-07-04 00:20:00,9
2023-07-04 00:23:00,2
2023-07-04 00:26:00,8
2023-07-04 00:29:00,4
2023-07-04 00:32:00,7
2023-07-04 00:35:00,1
2023-07-04 00:38:00,7
2023-07-04 00:41:00,7
2023-07-04 00:44:00,4
2023-07-04 00:47:00,8
2023-07-04 00:50:00,3
2023-07-04 00:53:00,9
2023-07-04 00:56:00,2
2023-07-04 00:59:00,6
2023-07-04 01:02:00,4
2023-07-04 01:05:00,4
2023-07-04 01:08:00,1
2023-07-04 01:11:00,9
2023-07-04 01:14:00,4
2023-07-04 01:17:00,9
2023-07-04 01:20:00,1
2023-07-04 01:23:00,4
2023-07-04 01:26:00,6
2023-07-04 01:29:00,9
2023-07-04 01:32:00,2
2023-07-04 01:35:00,7
2023-07-04 01:38:00,6
2023-07-04 01:41:00,4
2023-07-04 01:44:00,8
2023-07-04 01:47:00,2
2023-07-04 01:50:00,1
2023-07-04 01:53:00,3
2023-07-04 01:56:00,6
2023-07-04 01:59:00,3
2023-07-04 02:02:00,3
2023-07-04 02:05:00,1
2023-07-04 02:08:00,6
2023-07-04 02:11:00,3
2023-07-04 02:14:00,3
2023-07-04 02:17:00,4
2023-07-04 02:20:00,2
2023-07-04 02:23:00,6
2023-07-04 02:26:00,0
2023-07-04 02:29:00,4
2023-07-04 02:32:00,1
2023-07-04 02:35:00,9
2023-07-04 02:38:00,9
2023-07-04 02:41:00,3
2023-07-04 02:44:00,3
2023-07-04 02:47:00,7
2023-07-04 03:50:00,6
2023-07-04 03:53:00,1
2023-07-04 03:56:00,0
2023-07-04 03:59:00,8
2023-07-04 04:02:00,6
2023-07-04 04:05:00,9
2023-07-04 04:08:00,4
2023-07-04 04:11:00,2
2023-07-04 04:14:00,3
2023-07-04 04:17:00,4
2023-07-04 04:20:00,4
2023-07-04 04:23:00,7
2023-07-04 04:26:00,8
2023-07-04 04:29:00,8
2023-07-04 04:32:00,9
2023-07-04 04:35:00,6
2023-07-04 04:38:00,9
2023-07-04 04:41:00,3
2023-07-04 04:44:00,5
2023-07-04 04:47:00,9
2023-07-04 04:50:00,2
2023-07-04 04:53:00,2
2023-07-04 04:56:00,6
2023-07-04 04:59:00,7
2023-07-04 05:02:00,3
2023-07-04 05:05:00,1
2023-07-04 05:08:00,9
2023-07-04 05:11:00,9
2023-07-04 05:14:00,8
2023-07-04 05:17:00,8
2023-07-04 05:20:00,9
2023-07-04 05:23:00,4
2023-07-04 05:26:00,3
2023-07-04 05:29:00,9
2023-07-04 05:32:00,8
2023-07-04 05:35:00,1
2023-07-04 05:38:00,7
2023-07-04 05:41:00,9
2023-07-04 05:44:00,2
2023-07-04 05:47:00,2
2023-07-04 05:50:00,2
2023-07-04 05:53:00,9
2023-07-04 05:56:00,4
2023-07-04 05:59:00,8
2023-07-04 06:02:00,6
2023-07-04 06:05:00,6
2023-07-04 06:08:00,8
2023-07-04 06:11:00,2
2023-07-04 06:14:00,9
2023-07-04 06:17:00,9
2023-07-04 06:20:00,4
2023-07-04 06:23:00,8
2023-07-04 06:26:00,9
2023-07-04 06:29:00,7
2023-07-04 06:32:00,3
2023-07-04 06:35:00,3
2023-07-04 06:38:00,1
2023-07-04 06:41:00,0
2023-07-04 06:44:00,5
2023-07-04 06:47:00,2
2023-07-04 06:50:00,4
2023-07-04 06:53:00,1
2023-07-04 06:56:00,8
2023-07-04 06:59:00,1
2023-07-04 07:02:00,4
2023-07-04 07:05:00,2
2023-07-04 07:08:00,7
2023-07-04 07:11:00,1
2023-07-04 07:14:00,7
2023-07-04 07:17:00,6
2023-07-04 07:20:00,9
2023-07-04 07:23:00,4
2023-07-04 07:26:00,9
2023-07-04 07:29:00,1
2023-07-04 07:32:00,0
2023-07-04 07:35:00,4
2023-07-04 07:38:00,2
2023-07-04 07:41:00,4
2023-07-04 07:44:00,3
2023-07-04 07:47:00,8
2023-07-04 07:50:00,2
2023-07-04 07:53:00,4
2023-07-04 07:56:00,0
2023-07-04 07:59:00,7
2023-07-04 08:02:00,4
2023-07-04 08:05:00,3
2023-07-04 08:08:00,7
2023-07-04 08:11:00,7
2023-07-04 08:14:00,8
2023-07-04 08:17:00,7
2023-07-04 08:20:00,8
2023-07-04 08:23:00,2
2023-07-04 08:26:00,2
2023-07-04 08:29:00,2
2023-07-04 08:32:00,2
2023-07-04 08:35:00,1
2023-07-04 08:38:00,9
2023-07-04 08:41:00,6
2023-07-04 08:44:00,2
2023-07-04 08:47:00,4
2023-07-04 08:50:00,6
2023-07-04 08:53:00,9
2023-07-04 08:56:00,7
2023-07-04 08:59:00,3
2023-07-04 09:02:00,2
2023-07-04 09:05:00,4
2023-07-04 09:08:00,3
2023-07-04 09:11:00,4
2023-07-04 09:14:00,5
2023-07-04 09:17:00,6
2023-07-04 09:50:00,1
2023-07-04 09:53:00,7
2023-07-04 09:56:00,3
2023-07-04 09:59:00,4
2023-07-04 10:02:00,7
2023-07-04 10:05:00,1
2023-07-04 10:08:00,2
2023-07-04 10:11:00,6
2023-07-04 10:14:00,3
2023-07-04 10:17:00,3
2023-07-04 10:50:00,6
2023-07-04 10:53:00,4
2023-07-04 10:56:00,4
2023-07-04 10:59:00,3
2023-07-04 11:02:00,5
2023-07-04 11:05:00,3
2023-07-04 11:08:00,7
2023-07-04 11:11:00,7
2023-07-04 11:14:00,5
2023-07-04 11:17:00,6
2023-07-04 11:20:00,1
2023-07-04 11:23:00,8
2023-07-04 11:26:00,8
2023-07-04 11:29:00,3
2023-07-04 11:32:00,1
2023-07-04 11:35:00,2
2023-07-04 11:38:00,7
2023-07-04 11:41:00,4
2023-07-04 11:44:00,2
2023-07-04 11:47:00,6
2023-07-04 11:50:00,5
2023-07-04 11:53:00,4
2023-07-04 11:56:00,9
2023-07-04 11:59:00,1
2023-07-04 12:02:00,7
2023-07-04 12:05:00,9
2023-07-04 12:08:00,1
2023-07-04 12:11:00,5
2023-07-04 12:14:00,8
2023-07-04 12:17:00,9
2023-07-04 12:20:00,8
2023-07-04 12:23:00,9
2023-07-04 12:26:00,4
2023-07-04 12:29:00,6
2023-07-04 12:32:00,9
2023-07-04 12:35:00,6
2023-07-04 12:38:00,9
2023-07-04 12:41:00,7
2023-07-04 12:44:00,9
2023-07-04 12:47:00,8
2023-07-04 12:50:00,2
2023-07-04 12:53:00,8
2023-07-04 12:56:00,4
2023-07-04 12:59:00,8
2023-07-04 13:02:00,9
2023-07-04 13:05:00,7
2023-07-04 13:08:00,7
2023-07-04 13:11:00,2
2023-07-04 13:14:00,5
2023-07-04 13:17:00,0
2023-07-04 13:20:00,6
2023-07-04 13:23:00,4
2023-07-04 13:26:00,8
2023-07-04 13:29:00,4
2023-07-04 13:32:00,8
2023-07-04 13:35:00,3
2023-07-04 13:38:00,2
2023-07-04 13:41:00,7
2023-07-04 13:44:00,3
2023-07-04 13:47:00,7
2023-07-04 13:50:00,6
2023-07-04 13:53:00,6
2023-07-04 13:56:00,3
2023-07-04 13:59:00,9
2023-07-04 14:02:00,8
2023-07-04 14:05:00,6
2023-07-04 14:08:00,0
2023-07-04 14:11:00,4
2023-07-04 14:14:00,8
2023-07-04 14:17:00,2
2023-07-04 14:20:00,7
2023-07-04 14:23:00,8
2023-07-04 14:26:00,5
2023-07-04 14:29:00,4
2023-07-04 14:32:00,9
2023-07-04 14:35:00,6
2023-07-04 14:38:00,2
2023-07-04 14:41:00,0
2023-07-04 14:44:00,9
2023-07-04 14:47:00,2
2023-07-04 14:50:00,3
2023-07-04 14:53:00,3
2023-07-04 14:56:00,8
2023-07-04 14:59:00,6
2023-07-04 15:02:00,6
2023-07-04 15:05:00,1
2023-07-04 15:08:00,2
2023-07-04 15:11:00,2
2023-07-04 15:14:00,7
2023-07-04 15:17:00,9
2023-07-04 15:20:00,2
2023-07-04 15:23:00,3
2023-07-04 15:26:00,3
2023-07-04 15:29:00,6
2023-07-04 15:32:00,7
2023-07-04 15:35:00,2
2023-07-04 15:38:00,5
2023-07-04 15:41:00,5
2023-07-04 15:44:00,8
2023-07-04 15:47:00,6
2023-07-04 15:50:00,4
2023-07-04 15:53:00,5
2023-07-04 15:56:00,6
2023-07-04 15:59:00,3
2023-07-04 16:02:00,2
2023-07-04 16:05:00,3
2023-07-04 16:08:00,7
2023-07-04 16:11:00,4
2023-07-04 16:14:00,4
2023-07-04 16:17:00,6
2023-07-04 16:20:00,6
2023-07-04 16:23:00,7
2023-07-04 16:26:00,3
2023-07-04 16:29:00,6
2023-07-04 16:32:00,8
2023-07-04 16:35:00,7
2023-07-04 16:38:00,8
2023-07-04 16:41:00,9
2023-07-04 16:44:00,6
2023-07-04 16:47:00,5
2023-07-04 16:50:00,4
2023-07-04 16:53:00,1
2023-07-04 16:56:00,9
2023-07-04 16:59:00,7
2023-07-04 17:02:00,9
2023-07-04 17:05:00,1
2023-07-04 17:08:00,7
2023-07-04 17:11:00,2
2023-07-04 17:14:00,4
2023-07-04 17:17:00,3
2023-07-04 17:20:00,9
2023-07-04 17:23:00,1
2023-07-04 17:26:00,2
2023-07-04 17:29:00,9
2023-07-04 17:32:00,5
2023-07-04 17:35:00,9
2023-07-04 17:38:00,1
2023-07-04 17:41:00,4
2023-07-04 17:44:00,1
2023-07-04 17:47:00,3
2023-07-04 17:50:00,6
2023-07-04 17:53:00,9
2023-07-04 17:56:00,2
2023-07-04 17:59:00,4
2023-07-04 18:02:00,4
2023-07-04 18:05:00,9
2023-07-04 18:08:00,6
2023-07-04 18:11:00,5
2023-07-04 18:14:00,6
2023-07-04 18:17:00,6
2023-07-04 18:50:00,3
2023-07-04 18:53:00,1
2023-07-04 18:56:00,1
2023-07-04 18:59:00,9
2023-07-04 19:02:00,7
2023-07-04 19:05:00,9
2023-07-04 19:08:00,2
2023-07-04 19:11:00,6
2023-07-04 19:14:00,4
2023-07-04 19:17:00,9
2023-07-04 19:20:00,8
2023-07-04 19:23:00,9
2023-07-04 19:26:00,3
2023-07-04 19:29:00,3
2023-07-04 19:32:00,9
2023-07-04 19:35:00,6
2023-07-04 19:38:00,8
2023-07-04 19:41:00,1
2023-07-04 19:44:00,6
2023-07-04 19:47:00,1
2023-07-04 19:50:00,4
2023-07-04 19:53:00,7
2023-07-04 19:56:00,4
2023-07-04 19:59:00,7
2023-07-04 20:02:00,3
2023-07-04 20:05:00,4
2023-07-04 20:08:00,3
2023-07-04 20:11:00,4
2023-07-04 20:14:00,6
2023-07-04 20:17:00,3
2023-07-04 20:20:00,3
2023-07-04 20:23:00,4
2023-07-04 20:26:00,8
2023-07-04 20:29:00,1
2023-07-04 20:32:00,4
2023-07-04 20:35:00,0
2023-07-04 20:38:00,9
2023-07-04 20:41:00,4
2023-07-04 20:44:00,4
2023-07-04 20:47:00,9
2023-07-04 20:50:00,2
2023-07-04 20:53:00,9
2023-07-04 20:56:00,9
2023-07-04 20:59:00,9
2023-07-04 21:02:00,3
2023-07-04 21:05:00,6
2023-07-04 21:08:00,7
2023-07-04 21:11:00,9
2023-07-04 21:14:00,8
2023-07-04 21:17:00,4
2023-07-04 21:20:00,5
2023-07-04 21:23:00,2
2023-07-04 21:26:00,4
2023-07-04 21:29:00,8
2023-07-04 21:32:00,6
2023-07-04 21:35:00,1
2023-07-04 21:38:00,2
2023-07-04 21:41:00,7
2023-07-04 21:44:00,6
2023-07-04 21:47:00,6
2023-07-04 21:50:00,1
2023-07-04 21:53:00,9
2023-07-04 21:56:00,9
2023-07-04 21:59:00,4
2023-07-04 22:02:00,3
2023-07-04 22:05:00,6
2023-07-04 22:08:00,1
2023-07-04 22:11:00,8
2023-07-04 22:14:00,4
2023-07-04 22:17:00,7
2023-07-04 22:20:00,4
2023-07-04 22:23:00,4
2023-07-04 22:26:00,8
2023-07-04 22:29:00,1
2023-07-04 22:32:00,9
2023-07-04 22:35:00,4
2023-07-04 22:38:00,2
2023-07-04 22:41:00,6
2023-07-04 22:44:00,9
2023-07-04 22:47:00,3
2023-07-04 22:50:00,9
2023-07-04 22:53:00,3
2023-07-04 22:56:00,4
2023-07-04 22:59:00,8
2023-07-04 23:02:00,4
2023-07-04 23:05:00,2
2023-07-04 23:08:00,1
2023-07-04 23:11:00,3
2023-07-04 23:14:00,7
2023-07-04 23:17:00,3
2023-07-04 23:20:00,9
2023-07-04 23:23:00,3
2023-07-04 23:26:00,5
2023-07-04 23:29:00,1
2023-07-04 23:32:00,1
2023-07-04 23:35:00,8
2023-07-04 23:38:00,8
2023-07-04 23:41:00,0
2023-07-04 23:44:00,8
2023-07-04 23:47:00,3
2023-07-04 23:50:00,5
2023-07-04 23:53:00,7
2023-07-04 23:56:00,9
2023-07-04 23:59:00,7
2023-07-05 00:02:00,9
2023-07-05 00:05:00,8
2023-07-05 00:08:00,6
2023-07-05 00:11:00,4
2023-07-05 00:14:00,3
2023-07-05 00:17:00,1
2023-07-05 00:20:00,6
2023-07-05 00:23:00,4
2023-07-05 00:26:00,7
2023-07-05 00:29:00,7
2023-07-05 00:32:00,9
2023-07-05 00:35:00,6
2023-07-05 00:38:00,3
2023-07-05 00:41:00,9
2023-07-05 00:44:00,8
2023-07-05 00:47:00,6
2023-07-05 00:50:00,4
2023-07-05 00:53:00,6
2023-07-05 00:56:00,4
2023-07-05 00:59:00,1
2023-07-05 01:02:00,6
2023-07-05 01:05:00,0
2023-07-05 01:08:00,1
2023-07-05 01:11:00,6
2023-07-05 01:14:00,8
2023-07-05 01:17:00,4
2023-07-05 01:20:00,6
2023-07-05 01:23:00,7
2023-07-05 01:26:00,2
2023-07-05 01:29:00,8
2023-07-05 01:32:00,8
2023-07-05 01:35:00,7
2023-07-05 01:38:00,4
2023-07-05 01:41:00,1
2023-07-05 01:44:00,9
2023-07-05 01:47:00,7
2023-07-05 01:50:00,6
2023-07-05 01:53:00,1
2023-07-05 01:56:00,7
2023-07-05 01:59:00,4
2023-07-05 02:02:00,3
2023-07-05 02:05:00,6
2023-07-05 02:08:00,1
2023-07-05 02:11:00,6
2023-07-05 02:14:00,3
2023-07-05 02:17:00,7
2023-07-05 02:20:00,6
2023-07-05 02:23:00,7
2023-07-05 02:26:00,8
2023-07-05 02:29:00,0
2023-07-05 02:32:00,8
2023-07-05 02:35:00,9
2023-07-05 02:38:00,9
2023-07-05 02:41:00,6
2023-07-05 02:44:00,9
2023-07-05 02:47:00,4
2023-07-05 02:50:00,2
2023-07-05 02:53:00,7
2023-07-05 02:56:00,5
2023-07-05 02:59:00,2
2023-07-05 03:02:00,3
2023-07-05 03:05:00,9
2023-07-05 03:08:00,2
2023-07-05 03:11:00,4
2023-07-05 03:14:00,1
2023-07-05 03:17:00,7
2023-07-05 03:20:00,9
2023-07-05 03:23:00,9
2023-07-05 03:26:00,7
2023-07-05 03:29:00,7
2023-07-05 03:32:00,6
2023-07-05 03:35:00,8
2023-07-05 03:38:00,4
2023-07-05 03:41:00,8
2023-07-05 03:44:00,8
2023-07-05 03:47:00,9
2023-07-05 03:50:00,3
2023-07-05 03:53:00,8
2023-07-05 03:56:00,6
2023-07-05 03:59:00,3
2023-07-05 04:02:00,1
2023-07-05 04:05:00,8
2023-07-05 04:08:00,8
2023-07-05 04:11:00,7
2023-07-05 04:14:00,6
2023-07-05 04:17:00,6
2023-07-05 04:20:00,8
2023-07-05 04:23:00,7
2023-07-05 04:26:00,2
2023-07-05 04:29:00,9
2023-07-05 04:32:00,7
2023-07-05 04:35:00,5
2023-07-05 04:38:00,9
2023-07-05 04:41:00,9
2023-07-05 04:44:00,2
2023-07-05 04:47:00,8
2023-07-05 04:50:00,0
2023-07-05 04:53:00,5
2023-07-05 04:56:00,7
2023-07-05 04:59:00,5
2023-07-05 05:02:00,6
2023-07-05 05:05:00,0
2023-07-05 05:08:00,6
2023-07-05 05:11:00,6
2023-07-05 05:14:00,2
2023-07-05 05:17:00,3
2023-07-05 05:20:00,7
2023-07-05 05:23:00,8
2023-07-05 05:26:00,8
2023-07-05 05:29:00,7
2023-07-05 05:32:00,5
2023-07-05 05:35:00,5
2023-07-05 05:38:00,1
2023-07-05 05:41:00,9
2023-07-05 05:44:00,3
2023-07-05 05:47:00,1
2023-07-05 05:50:00,4
2023-07-05 05:53:00,7
2023-07-05 05:56:00,2
2023-07-05 05:59:00,9
2023-07-05 06:02:00,3
2023-07-05 06:05:00,8
2023-07-05 06:08:00,6
2023-07-05 06:11:00,6
2023-07-05 06:14:00,6
2023-07-05 06:17:00,8
2023-07-05 06:20:00,7
2023-07-05 06:23:00,1
2023-07-05 06:26:00,1
2023-07-05 06:29:00,1
2023-07-05 06:32:00,1
2023-07-05 06:35:00,8
2023-07-05 06:38:00,2
2023-07-05 06:41:00,9
2023-07-05 06:44:00,8
2023-07-05 06:47:00,2
2023-07-05 06:50:00,1
2023-07-05 06:53:00,3
2023-07-05 06:56:00,4
2023-07-05 06:59:00,6
2023-07-05 07:02:00,3
2023-07-05 07:05:00,9
2023-07-05 07:08:00,3
2023-07-05 07:11:00,5
2023-07-05 07:14:00,9
2023-07-05 07:17:00,1
2023-07-05 07:20:00,7
2023-07-05 07:23:00,2
2023-07-05 07:26:00,8
2023-07-05 07:29:00,3
2023-07-05 07:32:00,2
2023-07-05 07:35:00,6
2023-07-05 07:38:00,8
2023-07-05 07:41:00,6
2023-07-05 07:44:00,0
2023-07-05 07:47:00,7
2023-07-05 08:20:00,6
2023-07-05 08:23:00,7
2023-07-05 08:26:00,7
2023-07-05 08:29:00,9
2023-07-05 08:32:00,6
2023-07-05 08:35:00,5
2023-07-05 08:38:00,1
2023-07-05 08:41:00,6
2023-07-05 08:44:00,4
2023-07-05 08:47:00,8
2023-07-05 09:20:00,4
2023-07-05 09:23:00,2
2023-07-05 09:26:00,5
2023-07-05 09:29:00,9
2023-07-05 09:32:00,2
2023-07-05 09:35:00,7
2023-07-05 09:38:00,9
2023-07-05 09:41:00,9
2023-07-05 09:44:00,6
2023-07-05 09:47:00,1
2023-07-05 09:50:00,6
2023-07-05 09:53:00,2
2023-07-05 09:56:00,9
2023-07-05 09:59:00,3
2023-07-05 10:02:00,6
2023-07-05 10:05:00,1
2023-07-05 10:08:00,8
2023-07-05 10:11:00,8
2023-07-05 10:14:00,9
2023-07-05 10:17:00,3
2023-07-05 10:20:00,6
2023-07-05 10:23:00,6
2023-07-05 10:26:00,6
2023-07-05 10:29:00,5
2023-07-05 10:32:00,8
2023-07-05 10:35:00,9
2023-07-05 10:38:00,4
2023-07-05 10:41:00,9
2023-07-05 10:44:00,2
2023-07-05 10:47:00,2
2023-07-05 10:50:00,3
2023-07-05 10:53:00,3
2023-07-05 10:56:00,6
2023-07-05 10:59:00,3
2023-07-05 11:02:00,4
2023-07-05 11:05:00,6
2023-07-05 11:08:00,3
2023-07-05 11:11:00,6
2023-07-05 11:14:00,3
2023-07-05 11:17:00,4
2023-07-05 11:20:00,9
2023-07-05 11:23:00,8
2023-07-05 11:26:00,9
2023-07-05 11:29:00,3
2023-07-05 11:32:00,2
2023-07-05 11:35:00,5
2023-07-05 11:38:00,5
2023-07-05 11:41:00,2
2023-07-05 11:44:00,4
2023-07-05 11:47:00,1
2023-07-05 11:50:00,7
2023-07-05 11:53:00,8
2023-07-05 11:56:00,5
2023-07-05 11:59:00,0
2023-07-05 12:02:00,1
2023-07-05 12:05:00,9
2023-07-05 12:08:00,6
2023-07-05 12:11:00,9
2023-07-05 12:14:00,7
2023-07-05 12:17:00,4
2023-07-05 12:20:00,6
2023-07-05 12:23:00,2
2023-07-05 12:26:00,3
2023-07-05 12:29:00,4
2023-07-05 12:32:00,0
2023-07-05 12:35:00,7
2023-07-05 12:38:00,3
2023-07-05 12:41:00,4
2023-07-05 12:44:00,7
2023-07-05 12:47:00,6
2023-07-05 12:50:00,9
2023-07-05 12:53:00,6
2023-07-05 12:56:00,6
2023-07-05 12:59:00,8
2023-07-05 13:02:00,4
2023-07-05 13:05:00,4
2023-07-05 13:08:00,7
2023-07-05 13:11:00,2
2023-07-05 13:14:00,6
2023-07-05 13:17:00,2
2023-07-05 13:20:00,4
2023-07-05 13:23:00,6
2023-07-05 13:26:00,7
2023-07-05 13:29:00,6
2023-07-05 13:32:00,2
2023-07-05 13:35:00,9
2023-07-05 13:38:00,1
2023-07-05 13:41:00,1
2023-07-05 13:44:00,3
2023-07-05 13:47:00,6
2023-07-05 13:50:00,8
2023-07-05 13:53:00,2
2023-07-05 13:56:00,2
2023-07-05 13:59:00,9
2023-07-05 14:02:00,9
2023-07-05 14:05:00,8
2023-07-05 14:08:00,2
2023-07-05 14:11:00,9
2023-07-05 14:14:00,2
2023-07-05 14:17:00,8
2023-07-05 14:20:00,2
2023-07-05 14:23:00,2
2023-07-05 14:26:00,9
2023-07-05 14:29:00,5
2023-07-05 14:32:00,3
2023-07-05 14:35:00,3
2023-07-05 14:38:00,7
2023-07-05 14:41:00,2
